file_name,flux,flux_error,signal_to_noise,merger
merger_objID_533197.fits,417.385241394043,20.43000890745581,20.85,1
nonmerger_objID_544225.fits,122.41711278915406,11.064228444226016,11.090909090909092,0
nonmerger_objID_522262.fits,112.41834506988525,10.60275208777206,11.2,0
nonmerger_objID_542488.fits,110.65747967243196,10.519387119395091,11.0,0
merger_objID_538311.fits,57.12680541038514,7.558367562757623,8.142857142857142,1
merger_objID_545767.fits,709.6411865234377,26.63909210247097,27.26923076923077,1
nonmerger_objID_510322.fits,93.45868300437927,9.667403800067968,10.333333333333334,0
merger_objID_520316.fits,432.93623790740975,20.807152089571865,21.6,1
merger_objID_519687.fits,259.3550411128998,16.104504412526918,16.1875,1
nonmerger_objID_532001.fits,146.20680725097657,12.091601042614702,12.166666666666666,0
merger_objID_522041.fits,150.85847386360172,12.282447423996578,12.5,1
nonmerger_objID_508463.fits,181.63575653076174,13.477231275402017,13.923076923076923,0
merger_objID_528050.fits,291.00127382278436,17.05875962671096,17.11764705882353,1
merger_objID_524681.fits,248.2246543216706,15.755184888007038,16.533333333333335,1
nonmerger_objID_526611.fits,291.2012450408935,17.064631274440284,17.11764705882353,0
nonmerger_objID_549025.fits,239.94262634277342,15.490082033178131,15.933333333333334,0
merger_objID_514324.fits,337.6804050445558,18.376184101054683,18.72222222222222,1
nonmerger_objID_509095.fits,84.75231541633607,9.206102877771551,9.333333333333334,0
merger_objID_515108.fits,157.3129554367066,12.542446688740181,13.083333333333334,1
nonmerger_objID_554270.fits,121.11103237152103,11.005048874743467,11.0,0
merger_objID_537542.fits,189.7819785118103,13.77621141305794,14.538461538461538,1
merger_objID_544884.fits,356.40518518447874,18.878697920789385,19.77777777777778,1
merger_objID_557500.fits,140.49561043739322,11.853084784765061,12.727272727272727,1
nonmerger_objID_545605.fits,69.72705578804018,8.350274296064493,8.625,0
merger_objID_543056.fits,62.44357079029084,7.902126899193894,8.857142857142858,1
merger_objID_556408.fits,479.9428690719604,21.90759885071481,22.80952380952381,1
nonmerger_objID_552476.fits,85.11176910877226,9.225606933662496,9.444444444444445,0
merger_objID_525397.fits,182.2424653530121,13.499722147927482,14.0,1
merger_objID_529124.fits,354.80944194793716,18.836387607203207,19.666666666666668,1
nonmerger_objID_540722.fits,65.67177587985994,8.103816611893219,8.125,0
nonmerger_objID_557866.fits,306.6925749015808,17.51264115379782,18.0,0
nonmerger_objID_510246.fits,278.2076376724244,16.679870108918752,17.375,0
nonmerger_objID_528313.fits,220.75346587181093,14.857876398802317,15.714285714285714,0
merger_objID_541220.fits,268.4886287975312,16.38562297782004,16.75,1
merger_objID_521149.fits,153.64108451843265,12.395204388395427,12.75,1
nonmerger_objID_540693.fits,178.62931761741638,13.365229661160587,13.692307692307692,0
merger_objID_521383.fits,228.92288209915162,15.13019921763405,15.2,1
merger_objID_536304.fits,450.1402789497376,21.21651408023932,21.428571428571427,1
merger_objID_530940.fits,316.30889096260074,17.785090065016544,18.58823529411765,1
merger_objID_520863.fits,168.93781993865963,12.997611177180035,14.0,1
nonmerger_objID_541124.fits,72.17997847080233,8.495881197541486,9.0,0
merger_objID_505811.fits,90.05393996238709,9.489677203037624,10.0,1
nonmerger_objID_522000.fits,103.20436639785767,10.158955427236398,10.3,0
nonmerger_objID_540143.fits,106.59256854057314,10.324368888243212,10.6,0
merger_objID_538829.fits,342.21970293045047,18.499182248250012,19.0,1
merger_objID_558273.fits,276.5992262268067,16.63127324775845,17.25,1
merger_objID_538871.fits,382.0203371429444,19.545340705516438,20.105263157894736,1
nonmerger_objID_526036.fits,624.5392184829713,24.99078319676068,26.0,0
nonmerger_objID_516559.fits,152.99659368515015,12.369180637323874,12.666666666666666,0
nonmerger_objID_505616.fits,41.809356658458704,6.466016006877833,6.833333333333333,0
merger_objID_536718.fits,189.45932284355166,13.7644232742053,14.538461538461538,1
nonmerger_objID_534427.fits,220.83999394416813,14.860686868538854,15.714285714285714,0
merger_objID_544678.fits,315.17116409301764,17.753060927234543,18.529411764705884,1
nonmerger_objID_541435.fits,54.154020113945016,7.358942323918513,7.714285714285714,0
nonmerger_objID_509802.fits,123.78378765106201,11.125817167968547,11.181818181818182,0
nonmerger_objID_555011.fits,205.52027877807618,14.335979140918555,14.642857142857142,0
merger_objID_556090.fits,242.2738287162781,15.565148163057975,16.133333333333333,1
nonmerger_objID_514780.fits,139.24409173011782,11.800173875889296,12.636363636363637,0
merger_objID_552645.fits,326.55490903854377,18.070873855167637,18.11111111111111,1
merger_objID_514207.fits,543.7427449798586,23.31829281239416,23.608695652173914,1
merger_objID_509617.fits,685.9282526779177,26.190297230189508,26.346153846153847,1
merger_objID_505872.fits,142.76612823486326,11.948486957864565,12.909090909090908,1
nonmerger_objID_548601.fits,201.21337867736818,14.18497040365154,14.357142857142858,0
nonmerger_objID_514998.fits,79.09983765125274,8.893810262430065,9.875,0
nonmerger_objID_506835.fits,47.68724446058273,6.905596121630035,7.833333333333333,0
nonmerger_objID_558414.fits,23.218842121362684,4.818595793876594,5.75,0
nonmerger_objID_528555.fits,62.29296019554139,7.8925893255042565,8.857142857142858,0
merger_objID_546078.fits,1136.3054600524904,33.70913049493884,34.42424242424242,1
nonmerger_objID_544077.fits,230.33670028686527,15.176848007752763,15.333333333333334,0
nonmerger_objID_547935.fits,122.85436715126039,11.083969716450062,11.090909090909092,0
merger_objID_534903.fits,412.6435778808595,20.31363053733838,20.6,1
merger_objID_510660.fits,130.11164479255677,11.406650261540813,11.818181818181818,1
merger_objID_508950.fits,130.54970595359808,11.42591970669851,11.818181818181818,1
merger_objID_517948.fits,238.2908478164673,15.436672544083615,15.866666666666667,1
nonmerger_objID_524502.fits,102.70871448516849,10.134532131680501,10.2,0
merger_objID_509522.fits,524.3512990379332,22.898718680504917,23.818181818181817,1
nonmerger_objID_525182.fits,130.95217631340032,11.44343410686835,11.818181818181818,0
merger_objID_538260.fits,92.31439531326298,9.608040724234732,10.222222222222221,1
merger_objID_543908.fits,44.43099160194398,6.665661258187686,7.333333333333333,1
nonmerger_objID_518991.fits,117.99527572631838,10.862563341090691,11.7,0
nonmerger_objID_560159.fits,14.957355307340624,3.8674756762235902,4.666666666666667,0
nonmerger_objID_522231.fits,92.49315214633943,9.61733778466138,10.222222222222221,0
merger_objID_561038.fits,73.16819267749788,8.55384553450727,9.125,1
nonmerger_objID_550714.fits,95.746780667305,9.785028644122203,10.555555555555555,0
nonmerger_objID_516120.fits,351.68320983886724,18.75322681410508,19.5,0
nonmerger_objID_527238.fits,72.29135457515717,8.502433155499515,9.0,0
merger_objID_509989.fits,189.94859506607057,13.78218487197643,14.538461538461538,1
merger_objID_509476.fits,176.46165919303894,13.283891682997435,13.538461538461538,1
merger_objID_523885.fits,232.26896697998055,15.240636051526753,15.466666666666667,1
merger_objID_527029.fits,53.41445459842684,7.308720094404739,7.571428571428571,1
nonmerger_objID_513872.fits,163.05159569740297,12.769167903126794,13.583333333333334,0
nonmerger_objID_552716.fits,69.63616822719572,8.344829731846827,8.625,0
merger_objID_553514.fits,83.66652802944186,9.146941286522916,9.222222222222221,1
nonmerger_objID_529089.fits,68.84344978809357,8.297196167630823,8.5,0
nonmerger_objID_533230.fits,177.15630798339842,13.310057878278162,13.615384615384615,0
merger_objID_541053.fits,321.48454074859626,17.929990453037295,18.88235294117647,1
merger_objID_549136.fits,258.1755270767212,16.067844150625945,16.125,1
nonmerger_objID_555470.fits,90.87533547401429,9.532856329017774,10.0,0
merger_objID_508809.fits,71.17766045093538,8.436685879505024,8.875,1
merger_objID_508896.fits,115.01513540744783,10.724511654321734,11.5,1
nonmerger_objID_511462.fits,114.43322449207308,10.697347023710645,11.4,0
merger_objID_560854.fits,470.4069925498963,21.688868200363178,22.38095238095238,1
nonmerger_objID_514877.fits,302.74634807586676,17.399608391269982,17.764705882352942,0
merger_objID_556210.fits,185.25262699127202,13.610757148308886,14.23076923076923,1
merger_objID_514052.fits,284.24236814498903,16.859502248516527,17.75,1
nonmerger_objID_509687.fits,182.96878623008732,13.528685163241272,14.0,0
merger_objID_558178.fits,214.8307873344422,14.657170792683576,15.285714285714286,1
merger_objID_517789.fits,455.5075121498109,21.34262241001863,21.666666666666668,1
nonmerger_objID_537068.fits,196.3965792083741,14.01417285701129,14.0,0
nonmerger_objID_523388.fits,135.80227090835572,11.653423963109892,12.272727272727273,0
nonmerger_objID_536396.fits,71.62959809780122,8.463428308139159,8.875,0
nonmerger_objID_536816.fits,201.19867103576667,14.184460502481254,14.357142857142858,0
nonmerger_objID_560231.fits,24.495613839626323,4.949305033577513,6.0,0
merger_objID_509192.fits,273.4268116760254,16.535656549127875,17.0625,1
nonmerger_objID_513413.fits,78.97432075023653,8.886751371575079,9.75,0
merger_objID_550235.fits,725.725040359497,26.939285080186394,27.884615384615383,1
nonmerger_objID_518030.fits,61.005604243278505,7.81060965213572,8.714285714285714,0
nonmerger_objID_533367.fits,165.50385800361633,12.864832101135736,13.75,0
merger_objID_557619.fits,52.48342288732529,7.2445453904724815,7.428571428571429,1
merger_objID_555964.fits,50.6822427201271,7.119154388829636,7.142857142857143,1
merger_objID_558454.fits,28.570148401260383,5.345252071247781,5.6,1
merger_objID_518191.fits,110.39619729042056,10.506960629233648,11.0,1
merger_objID_523242.fits,425.22957721710213,20.62145756304794,21.25,1
merger_objID_529865.fits,146.17098728179937,12.090120334876582,12.166666666666666,1
nonmerger_objID_542885.fits,27.49383519530297,5.243458240102525,5.4,0
merger_objID_512005.fits,102.16199322223663,10.10752787240148,10.2,1
nonmerger_objID_538613.fits,131.70941723823552,11.47647460845071,11.909090909090908,0
nonmerger_objID_511793.fits,278.0326817512513,16.67472125088722,17.375,0
nonmerger_objID_525145.fits,137.98705467224124,11.746789474828113,12.454545454545455,0
merger_objID_559058.fits,191.53720265388492,13.83969682874365,14.692307692307692,1
merger_objID_550599.fits,94.55225709915163,9.723800742965553,10.444444444444445,1
nonmerger_objID_558655.fits,24.478838295936587,4.947610083993606,6.0,0
merger_objID_515160.fits,338.1817702293396,18.389894931473535,18.77777777777778,1
merger_objID_539657.fits,268.1787755775452,16.376165064656902,16.75,1
nonmerger_objID_520889.fits,169.85351498603822,13.03278842153348,13.0,0
merger_objID_513520.fits,117.6867077112198,10.84836140945632,11.7,1
nonmerger_objID_554710.fits,130.59325173377994,11.427741281714507,11.818181818181818,0
nonmerger_objID_536449.fits,37.72799414873124,6.142313272247902,6.166666666666667,0
nonmerger_objID_505800.fits,173.13132181167606,13.157938211742174,13.307692307692308,0
merger_objID_551953.fits,93.74816177368164,9.682365029830029,10.333333333333334,1
nonmerger_objID_533908.fits,117.50190952301027,10.839830379239991,11.7,0
nonmerger_objID_561402.fits,19.697649168968205,4.438206015277717,4.75,0
nonmerger_objID_536143.fits,18.117555105686197,4.2566176321286555,4.5,0
merger_objID_558952.fits,47.46121756076815,6.889210876697518,7.833333333333333,1
nonmerger_objID_560494.fits,79.00576577186588,8.888519916019092,9.875,0
nonmerger_objID_507177.fits,54.988824844360366,7.415445553140496,7.714285714285714,0
merger_objID_507002.fits,126.31496857643128,11.238997092687661,11.454545454545455,1
nonmerger_objID_531197.fits,92.50715748786928,9.618065028585974,10.222222222222221,0
nonmerger_objID_510399.fits,146.63009699821473,12.109092007226865,12.166666666666666,0
merger_objID_508600.fits,131.40351401329042,11.463137732032033,11.909090909090908,1
merger_objID_535153.fits,94.18973177909854,9.705142035806047,10.444444444444445,1
nonmerger_objID_526221.fits,163.72692573547366,12.795583305401632,13.583333333333334,0
nonmerger_objID_522848.fits,259.89619527816785,16.121296694804666,16.1875,0
nonmerger_objID_509543.fits,103.93822846889496,10.195015973307935,10.3,0
merger_objID_521785.fits,328.6728112220764,18.129338095131203,18.22222222222222,1
nonmerger_objID_546641.fits,101.11764971256255,10.055762337306934,10.1,0
nonmerger_objID_536896.fits,140.2154428482056,11.84126142616765,12.727272727272727,0
merger_objID_539492.fits,211.4763119220734,14.54222949253773,15.071428571428571,1
merger_objID_528604.fits,177.74437898635867,13.332081036794659,13.615384615384615,1
nonmerger_objID_527319.fits,386.9530500411987,19.67113373996637,20.31578947368421,0
merger_objID_524420.fits,61.589419474601755,7.847894211054718,8.714285714285714,1
merger_objID_524685.fits,605.8638684844972,24.61435397876707,25.208333333333332,1
merger_objID_515874.fits,182.01852211952215,13.491426324716873,14.0,1
nonmerger_objID_513728.fits,45.51618605852127,6.746569155596911,7.5,0
nonmerger_objID_541410.fits,247.1612134456635,15.72136214398641,16.466666666666665,0
merger_objID_524331.fits,167.21101428985597,12.931015283247962,13.916666666666666,1
nonmerger_objID_527472.fits,139.7555475711823,11.821826684033322,12.636363636363637,0
merger_objID_530435.fits,388.24672016143813,19.70408687831005,20.42105263157895,1
merger_objID_519658.fits,835.238980484009,28.90050225196635,29.821428571428573,1
nonmerger_objID_511476.fits,206.62709642410283,14.374529845013207,14.714285714285714,0
merger_objID_517599.fits,84.75930662155153,9.20648412945849,9.333333333333334,1
nonmerger_objID_540762.fits,144.39262918949132,12.016348981341025,12.0,0
merger_objID_533632.fits,125.85945800781252,11.218711872438334,11.363636363636363,1
merger_objID_519913.fits,335.074599571228,18.30513701598119,18.61111111111111,1
merger_objID_545264.fits,264.3013577079774,16.257350219443786,16.5,1
merger_objID_516317.fits,179.62377593040463,13.402380732940447,13.76923076923077,1
merger_objID_520182.fits,488.3538430023195,22.09873467881384,22.181818181818183,1
merger_objID_514277.fits,508.77807178497324,22.556133178354532,23.09090909090909,1
nonmerger_objID_536593.fits,34.37629708528519,5.863131875513157,6.8,0
