file_name,flux,flux_error,signal_to_noise,merger
nonmerger_objID_550976.fits,13.977158455848695,3.7386086827878193,4.333333333333333,0
nonmerger_objID_542981.fits,114.85973421096804,10.71726455165512,11.4,0
nonmerger_objID_541401.fits,126.72444008350372,11.257195988263678,11.454545454545455,0
nonmerger_objID_559610.fits,10.181737211346627,3.1908854754019194,3.3333333333333335,0
merger_objID_548327.fits,109.70749417304991,10.474135417136845,10.9,1
nonmerger_objID_546783.fits,65.20993418693544,8.075268249899331,8.125,0
nonmerger_objID_555074.fits,7.843116911649705,2.80057088734586,3.5,0
nonmerger_objID_539441.fits,17.23753699421883,4.151817940683814,4.25,0
nonmerger_objID_512047.fits,15.413927155137063,3.9260600695159833,5.0,0
nonmerger_objID_556376.fits,10.344978153109551,3.216387020598365,3.3333333333333335,0
merger_objID_560045.fits,237.89486843109137,15.423841757484364,15.8,1
merger_objID_514634.fits,473.62443771362314,21.762916817554586,22.523809523809526,1
nonmerger_objID_549310.fits,9.320991007685663,3.053037658755764,3.0,0
merger_objID_509855.fits,239.86985936164857,15.487733266546144,15.933333333333334,1
merger_objID_553969.fits,17.51326964080334,4.1848881177939194,4.25,1
nonmerger_objID_522599.fits,43.70309539198876,6.61083310779314,7.166666666666667,0
merger_objID_541829.fits,64.84073565006258,8.052377789511864,8.0,1
nonmerger_objID_534754.fits,24.480671453475956,4.947797240888673,6.0,0
merger_objID_555619.fits,147.80069826602937,12.157332228558221,12.25,1
merger_objID_545249.fits,52.304587681293505,7.232196090527197,7.428571428571429,1
nonmerger_objID_555003.fits,2.3602616073191176,1.5363184920656887,2.0,0
nonmerger_objID_508455.fits,29.149383593797687,5.399027123288107,5.8,0
nonmerger_objID_513741.fits,16.160371232032777,4.020000436484923,4.0,0
nonmerger_objID_507900.fits,29.513156259059905,5.432602785146208,5.8,0
nonmerger_objID_558278.fits,129.6077862071991,11.384666260087752,11.727272727272727,0
merger_objID_518617.fits,87.82917835235597,9.37172387542793,9.666666666666666,1
nonmerger_objID_556588.fits,27.20453413486481,5.215798536576701,5.4,0
merger_objID_519133.fits,37.365196890831,6.112709510656891,6.166666666666667,1
merger_objID_554958.fits,5.34970666229725,2.3129520328127473,2.5,1
nonmerger_objID_540404.fits,51.70285666942597,7.190471773495744,7.285714285714286,0
merger_objID_546318.fits,84.00960633754728,9.165677387162,9.333333333333334,1
nonmerger_objID_513400.fits,85.86917987346649,9.266575864557016,9.444444444444445,0
merger_objID_561343.fits,7.777038978636266,2.788736320611051,3.5,1
merger_objID_542805.fits,53.32490831136705,7.302392370148128,7.571428571428571,1
nonmerger_objID_525651.fits,19.320228731632227,4.3954825620129325,4.75,0
merger_objID_513189.fits,174.02555322647103,13.191876198005588,13.384615384615385,1
merger_objID_541849.fits,54.73596955299378,7.398379666851625,7.714285714285714,1
merger_objID_509882.fits,103.52629064083102,10.174787963342661,10.3,1
nonmerger_objID_558876.fits,13.290933372378351,3.645685475828582,4.333333333333333,0
merger_objID_510744.fits,16.85310550808907,4.105257334611759,4.0,1
merger_objID_513038.fits,85.40806872844699,9.241649707492996,9.444444444444445,1
nonmerger_objID_516785.fits,43.15341136455535,6.569126868968156,7.166666666666667,0
merger_objID_536565.fits,49.38723059415818,7.027619272710739,7.0,1
merger_objID_539710.fits,95.89416364192965,9.792561027047542,10.555555555555555,1
nonmerger_objID_539857.fits,30.326449935436248,5.50694782877485,6.0,0
merger_objID_544093.fits,162.36311044692997,12.742179133030897,13.5,1
nonmerger_objID_558607.fits,10.46014527410269,3.2342173323682157,3.3333333333333335,0
merger_objID_520762.fits,56.988564641475676,7.5490859848976575,8.0,1
merger_objID_539798.fits,96.026545920372,9.799315188532384,10.666666666666666,1
nonmerger_objID_546265.fits,103.22848079681398,10.160165357888948,10.3,0
merger_objID_555414.fits,8.065333481132987,2.8399603491623093,4.0,1
nonmerger_objID_520708.fits,60.58116003990175,7.783391622342183,8.571428571428571,0
nonmerger_objID_535358.fits,65.48448907375337,8.092249840204504,8.125,0
merger_objID_515443.fits,23.837744002342227,4.882401376046473,5.75,1
nonmerger_objID_558639.fits,65.75696377754214,8.109192867186758,8.125,0
merger_objID_518833.fits,48.70284190654753,6.978743624668781,8.0,1
nonmerger_objID_526228.fits,130.81198414802552,11.437530435897232,11.818181818181818,0
nonmerger_objID_526403.fits,25.71596506476403,5.071093131915257,5.0,0
merger_objID_552288.fits,145.4555245256424,12.06049635147204,12.083333333333334,1
merger_objID_519710.fits,116.02269611835482,10.7713841241151,11.6,1
merger_objID_540111.fits,114.75786800384526,10.712510528717074,11.4,1
nonmerger_objID_525264.fits,57.53370073318482,7.5850984464810605,8.142857142857142,0
nonmerger_objID_557790.fits,88.0083758068085,9.381278638577877,9.777777777777779,0
nonmerger_objID_510432.fits,47.041360204219814,6.858672137446968,7.833333333333333,0
nonmerger_objID_531735.fits,46.139115442037586,6.792579267479888,7.666666666666667,0
nonmerger_objID_504866.fits,86.10767246723174,9.279422949781734,9.555555555555555,0
nonmerger_objID_532952.fits,34.68883453130722,5.8897251931378385,6.8,0
merger_objID_545222.fits,44.07257383584977,6.638718866478458,7.333333333333333,1
nonmerger_objID_555390.fits,4.135765445232392,2.0336619272414036,2.0,0
merger_objID_507604.fits,28.14936383724213,5.305599344539473,5.6,1
merger_objID_508379.fits,276.90567707061774,16.64050707206185,17.25,1
merger_objID_555730.fits,73.83972645282748,8.593005637918488,9.125,1
merger_objID_505897.fits,132.00142266273502,11.489206544577044,12.0,1
nonmerger_objID_560331.fits,24.751710290908814,4.975111314063214,6.0,0
nonmerger_objID_519966.fits,17.568749893903735,4.191512173715007,4.25,0
merger_objID_558497.fits,7.407411615252497,2.7216591552761757,3.5,1
nonmerger_objID_559952.fits,164.04136682510378,12.807864492050003,13.666666666666666,0
nonmerger_objID_515815.fits,18.321173447370533,4.280328448394312,4.5,0
merger_objID_512924.fits,158.82893639087678,12.602736984900526,13.166666666666666,1
merger_objID_507707.fits,130.5086144733429,11.424038621799891,11.818181818181818,1
nonmerger_objID_537826.fits,22.623023505210885,4.756368799132727,5.5,0
nonmerger_objID_508138.fits,45.38368479013444,6.736742911091544,7.5,0
merger_objID_525875.fits,66.49291473150254,8.154321417179313,8.25,1
merger_objID_546536.fits,93.58194424152374,9.67377655308276,10.333333333333334,1
nonmerger_objID_539647.fits,76.25182376146319,8.732230163712202,9.5,0
merger_objID_516525.fits,144.47318625926974,12.019700988623258,12.0,1
merger_objID_505951.fits,95.63026408672334,9.77907374435984,10.555555555555555,1
merger_objID_560220.fits,32.436043989658366,5.695267167448556,6.4,1
merger_objID_547954.fits,19.139921998977666,4.374922408304475,4.75,1
merger_objID_516142.fits,12.004735026955604,3.4647871478668195,4.0,1
merger_objID_542600.fits,30.833910679817205,5.552830646523718,6.0,1
nonmerger_objID_552784.fits,34.278152523040774,5.855429512417271,6.8,0
nonmerger_objID_557867.fits,27.047338730096822,5.200706930222324,5.4,0
nonmerger_objID_559650.fits,40.06446472406389,6.329651258408671,6.666666666666667,0
nonmerger_objID_518082.fits,98.98759202480318,9.949251529379989,10.88888888888889,0
nonmerger_objID_547868.fits,67.88931185245517,8.239498705969723,8.375,0
nonmerger_objID_539541.fits,12.640862678289414,3.55540184557052,4.0,0
nonmerger_objID_532950.fits,19.504948225021362,4.416442205436757,4.75,0
merger_objID_512450.fits,141.82357404708864,11.908972491168614,12.818181818181818,1
nonmerger_objID_554989.fits,5.462070438861848,2.3371140721387262,2.5,0
merger_objID_509766.fits,45.83972479104997,6.770505467236006,7.5,1
merger_objID_551665.fits,66.02401114463808,8.12551680549695,8.25,1
merger_objID_544957.fits,288.1405824661255,16.974705314896624,18.0,1
merger_objID_525810.fits,63.52257039070131,7.970112067813723,9.0,1
merger_objID_535266.fits,30.87970166444779,5.55695337121706,6.0,1
nonmerger_objID_547251.fits,26.25409095168114,5.1238855491485475,5.2,0
merger_objID_541198.fits,85.55016668319703,9.24933548417395,9.444444444444445,1
nonmerger_objID_540430.fits,54.7175362968445,7.397137339261539,7.714285714285714,0
merger_objID_542062.fits,53.67844066381457,7.32655966095066,7.571428571428571,1
merger_objID_536292.fits,86.78239484548568,9.315710303301405,9.555555555555555,1
nonmerger_objID_533926.fits,29.709692898988724,5.45066113489782,5.8,0
merger_objID_559029.fits,7.135763428658247,2.6712877065597844,3.5,1
nonmerger_objID_514945.fits,45.751274334192274,6.763971206257257,7.5,0
nonmerger_objID_558744.fits,11.049629821777346,3.3241004776393175,3.6666666666666665,0
nonmerger_objID_505702.fits,46.7162870311737,6.8349390597765485,7.666666666666667,0
nonmerger_objID_548481.fits,38.42542582035065,6.198826053193823,6.333333333333333,0
nonmerger_objID_534608.fits,9.997482669353488,3.1618823103673743,3.0,0
merger_objID_511837.fits,28.3401358628273,5.323560068146144,5.6,1
merger_objID_551560.fits,12.02090401887894,3.4671203845579073,4.0,1
merger_objID_549405.fits,58.401405785083774,7.642082246260553,8.285714285714286,1
nonmerger_objID_523808.fits,63.95710764169695,7.9973197706544,9.0,0
nonmerger_objID_552327.fits,36.13455119729043,6.011203916957072,6.0,0
nonmerger_objID_550400.fits,19.953324924707417,4.466917013403204,4.75,0
nonmerger_objID_512266.fits,40.27888624191284,6.3465661279326,6.666666666666667,0
merger_objID_507401.fits,156.8734830665589,12.524915220115377,13.0,1
nonmerger_objID_542553.fits,50.73948175668717,7.123166209128547,7.142857142857143,0
merger_objID_556667.fits,36.82287791728974,6.068187808342401,6.0,1
nonmerger_objID_550398.fits,20.39677860736847,4.516282227757716,5.0,0
merger_objID_528231.fits,84.46030625820163,9.190230584738101,9.333333333333334,1
merger_objID_546606.fits,32.41090298175812,5.693062411638938,6.4,1
merger_objID_506016.fits,18.152202515602117,4.26054375509044,4.5,1
nonmerger_objID_524333.fits,34.48028494119645,5.871993359132566,6.8,0
merger_objID_507991.fits,98.87356301307679,9.943522929335826,10.88888888888889,1
nonmerger_objID_541346.fits,54.845076200962076,7.405749922534208,7.714285714285714,0
merger_objID_505489.fits,12.571384973526003,3.5456196067290318,4.0,1
nonmerger_objID_535421.fits,31.321493657827386,5.596562382718816,6.2,0
merger_objID_551880.fits,78.48469097614289,8.859159732676241,9.75,1
merger_objID_543389.fits,60.04039375305177,7.748596112261528,8.571428571428571,1
merger_objID_516522.fits,44.52656533002854,6.672825027900261,7.333333333333333,1
merger_objID_560218.fits,9.70571119070053,3.1154018904193603,3.0,1
nonmerger_objID_519213.fits,39.4445962190628,6.280494516495936,6.5,0
nonmerger_objID_517447.fits,43.4295628142357,6.590113774316851,7.166666666666667,0
merger_objID_533911.fits,67.63842881202699,8.224262457430596,8.375,1
merger_objID_522501.fits,33.26968434214593,5.767990245162464,6.6,1
merger_objID_516143.fits,14.947208967208866,3.86616436748144,4.666666666666667,1
merger_objID_509224.fits,64.23678745985032,8.014797941417918,8.0,1
merger_objID_543565.fits,190.43095266342166,13.799675523227325,14.615384615384615,1
nonmerger_objID_542037.fits,134.32149914741515,11.589716571359098,12.181818181818182,0
nonmerger_objID_506009.fits,32.64059646487237,5.713197426050197,6.4,0
nonmerger_objID_551916.fits,86.22743409633637,9.285879464728731,9.555555555555555,0
nonmerger_objID_556069.fits,42.25552675485611,6.500426421776387,7.0,0
merger_objID_528768.fits,154.6265338087082,12.434892517466215,12.833333333333334,1
merger_objID_535094.fits,50.57432883501053,7.111566710140482,7.142857142857143,1
merger_objID_537332.fits,138.13210527420043,11.752962783931942,12.545454545454545,1
nonmerger_objID_522705.fits,82.63470332145693,9.09036403278597,9.11111111111111,0
nonmerger_objID_506099.fits,22.601096876859664,4.754071460000876,5.5,0
merger_objID_505295.fits,46.311423375606545,6.80525658101929,7.666666666666667,1
nonmerger_objID_525204.fits,41.502383689880354,6.442237208607343,6.833333333333333,0
merger_objID_553082.fits,37.54122336626053,6.127094549662125,6.166666666666667,1
nonmerger_objID_512808.fits,81.86977627754213,9.048218315061272,9.0,0
nonmerger_objID_534927.fits,88.85153105020524,9.426110845742107,9.777777777777779,0
merger_objID_506169.fits,270.19080792427064,16.437482563019817,16.875,1
merger_objID_560269.fits,39.034218850135815,6.247750996935963,6.5,1
nonmerger_objID_517404.fits,15.654694764018059,3.956604440584724,5.0,0
merger_objID_520122.fits,19.7348274743557,4.442392117345695,4.75,1
nonmerger_objID_548830.fits,11.022209652662278,3.319974292376915,3.6666666666666665,0
nonmerger_objID_508331.fits,31.793541640043266,5.638578453650345,6.2,0
merger_objID_539789.fits,178.95483187675484,13.37740305173586,13.692307692307692,1
merger_objID_541026.fits,20.58975276768208,4.537600421694497,5.0,1
nonmerger_objID_558730.fits,56.07858533620835,7.488564636706042,8.0,0
merger_objID_534171.fits,72.82201553821562,8.533583495666528,9.0,1
nonmerger_objID_539672.fits,35.01334639310838,5.917209188848613,7.0,0
nonmerger_objID_556110.fits,3.836597309708596,1.9587287259961923,3.0,0
merger_objID_515093.fits,82.38127108097078,9.076414384848075,9.11111111111111,1
merger_objID_552173.fits,50.351861383914965,7.095936237714985,7.142857142857143,1
nonmerger_objID_535529.fits,16.952754698991775,4.117376066503497,4.0,0
merger_objID_506018.fits,25.056515364646923,5.005650028228365,5.0,1
nonmerger_objID_551662.fits,21.76531334757805,4.665334896703283,5.25,0
merger_objID_549069.fits,24.815513597726824,4.981519062145634,6.0,1
merger_objID_526701.fits,48.78006908655166,6.984274936298211,8.0,1
nonmerger_objID_559437.fits,46.343240420818326,6.807587820362595,7.666666666666667,0
merger_objID_516031.fits,29.778339970111848,5.456956654884424,5.8,1
merger_objID_552381.fits,28.3473586845398,5.3242260023680705,5.6,1
nonmerger_objID_521861.fits,91.63760541439056,9.572754242725214,10.11111111111111,0
nonmerger_objID_508795.fits,36.159712843894965,6.013296694016866,6.0,0
merger_objID_516629.fits,43.35799026966096,6.584725741014114,7.166666666666667,1
