file_name,flux,flux_error,signal_to_noise,merger
nonmerger_objID_530468.fits,81.90855261802673,9.050335416547169,9.0,0
merger_objID_518505.fits,128.71587854862216,11.345303437380743,11.636363636363637,1
nonmerger_objID_545762.fits,102.74973263740539,10.13655629562345,10.2,0
nonmerger_objID_538897.fits,175.49555077552796,13.24747368177671,13.461538461538462,0
merger_objID_520310.fits,527.4371626472473,22.96600300554025,23.954545454545453,1
nonmerger_objID_518169.fits,99.77651752948762,9.988820983650637,11.0,0
nonmerger_objID_558996.fits,5.531416037976742,2.3518990634061137,2.5,0
nonmerger_objID_548978.fits,60.60342727661134,7.7848218273706635,8.571428571428571,0
merger_objID_527454.fits,48.3351093697548,6.952347474088557,8.0,1
nonmerger_objID_537778.fits,23.82822520136834,4.881419406073491,5.75,0
nonmerger_objID_520250.fits,41.604984548091906,6.450193722914365,6.833333333333333,0
merger_objID_554263.fits,61.93645329713822,7.869975238353379,8.714285714285714,1
nonmerger_objID_507293.fits,86.43149847030642,9.296854870298645,9.555555555555555,0
merger_objID_538491.fits,139.99999460220337,11.832159872456959,12.636363636363637,1
nonmerger_objID_530947.fits,49.710857169628156,7.050594012560535,7.0,0
merger_objID_534657.fits,35.26912611007692,5.938783505553907,7.0,1
nonmerger_objID_559629.fits,121.87841868877413,11.039856567910087,11.0,0
merger_objID_550525.fits,56.02903565406801,7.485256464446915,8.0,1
nonmerger_objID_530567.fits,76.98927444458009,8.774361340319674,9.5,0
nonmerger_objID_544888.fits,158.95285906791688,12.60765143343895,13.166666666666666,0
merger_objID_530903.fits,56.15145092964173,7.493428959431514,8.0,1
nonmerger_objID_560946.fits,24.51237320661545,4.950998981825962,6.0,0
nonmerger_objID_522936.fits,334.4848797798156,18.288928565214313,18.555555555555557,0
nonmerger_objID_552542.fits,41.121835854053494,6.412633214485212,6.833333333333333,0
nonmerger_objID_531648.fits,128.45479753494266,11.333792326732508,11.636363636363637,0
nonmerger_objID_543946.fits,58.07139131546021,7.620459927182754,8.285714285714286,0
merger_objID_535814.fits,121.18143030166628,11.008332067214905,11.0,1
merger_objID_553833.fits,177.56327023983005,13.325287615918546,13.615384615384615,1
merger_objID_509986.fits,436.3676009178162,20.88941405521963,21.8,1
merger_objID_526099.fits,176.14987770080575,13.27214776275249,13.538461538461538,1
merger_objID_522790.fits,71.37758721351626,8.44853182068368,8.875,1
nonmerger_objID_514640.fits,84.35962617158891,9.184750584189135,9.333333333333334,0
merger_objID_516737.fits,52.30120548009874,7.23195804379405,7.428571428571429,1
merger_objID_519591.fits,213.78337439537054,14.621334134681593,15.214285714285714,1
nonmerger_objID_548204.fits,71.70743088006974,8.468025770521379,8.875,0
nonmerger_objID_517187.fits,28.866392232179646,5.372750459962038,5.6,0
nonmerger_objID_526598.fits,84.22224998235704,9.177269147137697,9.333333333333334,0
nonmerger_objID_514338.fits,55.850286285877246,7.473306644501525,7.857142857142857,0
nonmerger_objID_553146.fits,56.794153585433975,7.536190074060357,8.0,0
nonmerger_objID_554875.fits,81.3760140514374,9.020866622890985,9.0,0
merger_objID_511613.fits,81.69507043123244,9.038533839039783,9.0,1
merger_objID_542273.fits,90.90973077297214,9.534668977532387,10.0,1
merger_objID_507170.fits,41.394983446598054,6.433908574069546,6.833333333333333,1
nonmerger_objID_519107.fits,65.59184365510941,8.098882937509623,8.125,0
merger_objID_555253.fits,7.451709858775139,2.729784563547381,3.5,1
merger_objID_509172.fits,78.07530548095704,8.836024110398489,9.75,1
nonmerger_objID_560891.fits,109.50192679405212,10.464474001268938,10.9,0
merger_objID_515106.fits,82.65418130874633,9.091441653277736,9.11111111111111,1
merger_objID_550982.fits,150.94471776962283,12.285958380827623,12.5,1
nonmerger_objID_506028.fits,56.97409375429154,7.548119368254882,8.0,0
nonmerger_objID_516881.fits,7.079009845703842,2.660648565754468,3.5,0
nonmerger_objID_540310.fits,51.29225373744965,7.161863091156458,7.285714285714286,0
merger_objID_550474.fits,184.6245941066742,13.587664223245426,14.153846153846153,1
merger_objID_544843.fits,124.9680756568909,11.178959768497906,11.272727272727273,1
merger_objID_521333.fits,328.5773323345185,18.126702603224636,18.22222222222222,1
merger_objID_557749.fits,213.5647627162934,14.61385772551385,15.214285714285714,1
merger_objID_530704.fits,177.24600329399107,13.313379528634803,13.615384615384615,1
merger_objID_560074.fits,171.08664098739627,13.080029820110092,13.153846153846153,1
merger_objID_557448.fits,8.764054521322253,2.96042610888574,4.0,1
merger_objID_540457.fits,148.014240026474,12.166111819426137,12.333333333333334,1
nonmerger_objID_538748.fits,52.48759023189545,7.24483292900276,7.428571428571429,0
merger_objID_535025.fits,219.58923816680917,14.818544184395954,15.642857142857142,1
nonmerger_objID_521361.fits,104.15300085544587,10.205538677771834,10.4,0
nonmerger_objID_541927.fits,24.64389709711076,4.964263320673879,6.0,0
nonmerger_objID_545523.fits,219.78012016296393,14.824984372981875,15.642857142857142,0
nonmerger_objID_518108.fits,38.93097801208497,6.239472086555323,6.333333333333333,0
