Item_Index,Merger_Value
0.0,0.1226508840918541
1.0,0.17349494993686676
2.0,0.1226508840918541
3.0,0.1226508840918541
4.0,0.1226508840918541
5.0,0.13574287295341492
6.0,0.2289484739303589
7.0,0.2290544956922531
8.0,0.13907025754451752
9.0,0.23726342618465424
10.0,0.1226508840918541
11.0,0.16270685195922852
12.0,0.1226508840918541
13.0,0.25269120931625366
14.0,0.1226508840918541
15.0,0.1226508840918541
16.0,0.27955055236816406
17.0,0.21247273683547974
18.0,0.14790579676628113
19.0,0.15432152152061462
20.0,0.1226508840918541
21.0,0.9235972166061401
22.0,0.1226508840918541
23.0,0.1606314480304718
24.0,0.1226508840918541
25.0,0.1226508840918541
26.0,0.14555630087852478
27.0,0.1226508840918541
28.0,0.13194027543067932
29.0,0.1226508840918541
30.0,0.17587578296661377
31.0,0.13407835364341736
32.0,0.14855024218559265
33.0,0.13428765535354614
34.0,0.1226508840918541
35.0,0.215719535946846
36.0,0.17705392837524414
37.0,0.18151597678661346
38.0,0.1226508840918541
39.0,0.2222346067428589
40.0,0.3781038820743561
41.0,0.1908406764268875
42.0,0.1226508840918541
43.0,0.16022701561450958
44.0,0.48760488629341125
45.0,0.1226508840918541
46.0,0.15047836303710938
47.0,0.5936112403869629
48.0,0.1226508840918541
49.0,0.1226508840918541
50.0,0.18308255076408386
51.0,0.17778725922107697
52.0,0.1226508840918541
53.0,0.15128619968891144
54.0,0.1226508840918541
55.0,0.16494548320770264
56.0,0.1226508840918541
57.0,0.1226508840918541
58.0,0.1226508840918541
59.0,0.1226508840918541
60.0,0.1226508840918541
61.0,0.12455730885267258
62.0,0.6104847192764282
63.0,0.1226508840918541
64.0,0.42812129855155945
65.0,0.7828777432441711
66.0,0.18173913657665253
67.0,0.13831700384616852
68.0,0.07079503685235977
69.0,0.1226508840918541
70.0,0.1285560131072998
71.0,0.17466051876544952
72.0,0.12521961331367493
73.0,0.1742713302373886
74.0,0.1226508840918541
75.0,0.21010325849056244
76.0,0.18506677448749542
77.0,0.1226508840918541
78.0,0.1226508840918541
79.0,0.18227308988571167
80.0,0.1226508840918541
81.0,0.2119278758764267
82.0,0.1226508840918541
83.0,0.1226508840918541
84.0,0.1226508840918541
85.0,0.20460103452205658
86.0,0.1226508840918541
87.0,0.1226508840918541
88.0,0.1226508840918541
89.0,0.1226508840918541
90.0,0.1226508840918541
91.0,0.18333514034748077
92.0,0.4181761145591736
93.0,0.1226508840918541
94.0,0.14334842562675476
95.0,0.6062625646591187
96.0,0.055592477321624756
97.0,0.13300999999046326
98.0,0.6262111663818359
99.0,0.1226508840918541
100.0,0.1226508840918541
101.0,0.1226508840918541
102.0,0.1226508840918541
103.0,0.1226508840918541
104.0,0.14026084542274475
105.0,0.1226508840918541
106.0,0.12431441992521286
107.0,0.1226508840918541
108.0,0.7549999356269836
109.0,0.1763550192117691
110.0,0.1226508840918541
111.0,0.1226508840918541
112.0,0.1226508840918541
113.0,0.2034468799829483
114.0,0.1226508840918541
115.0,0.1226508840918541
116.0,0.21811042726039886
117.0,0.1226508840918541
118.0,0.15508359670639038
119.0,0.1226508840918541
120.0,0.17555971443653107
121.0,0.7672690749168396
122.0,0.9133168458938599
123.0,0.14277783036231995
124.0,0.1226508840918541
125.0,0.16237987577915192
126.0,0.2911773920059204
127.0,0.6078438758850098
128.0,0.16897837817668915
129.0,0.1226508840918541
130.0,0.23643867671489716
131.0,0.14509013295173645
132.0,0.2320372760295868
133.0,0.23537114262580872
134.0,0.1226508840918541
135.0,0.2375614196062088
136.0,0.12514397501945496
137.0,0.1226508840918541
138.0,0.1226508840918541
139.0,0.20591260492801666
140.0,0.1226508840918541
141.0,0.12407195568084717
142.0,0.20942983031272888
143.0,0.1226508840918541
144.0,0.1226508840918541
145.0,0.20352810621261597
146.0,0.20558004081249237
147.0,0.1226508840918541
148.0,0.1226508840918541
149.0,0.1226508840918541
150.0,0.1226508840918541
151.0,0.1993742138147354
152.0,0.1226508840918541
153.0,0.3947916030883789
154.0,0.16696415841579437
155.0,0.1226508840918541
156.0,0.13544373214244843
157.0,0.1226508840918541
158.0,0.1226508840918541
159.0,0.13127967715263367
160.0,0.24015969038009644
161.0,0.14189811050891876
162.0,0.3175719976425171
163.0,0.1353207379579544
164.0,0.19172316789627075
165.0,0.1226508840918541
166.0,0.16152407228946686
167.0,0.1226508840918541
168.0,0.1226508840918541
169.0,0.14015226066112518
170.0,0.12724147737026215
171.0,0.1226508840918541
172.0,0.19284236431121826
173.0,0.1226508840918541
174.0,0.28643348813056946
175.0,0.1226508840918541
176.0,0.1936381608247757
177.0,0.20304182171821594
178.0,0.17916369438171387
179.0,0.12694771587848663
180.0,0.1226508840918541
181.0,0.8931462168693542
182.0,0.1226508840918541
183.0,0.12664180994033813
184.0,0.23331491649150848
185.0,0.1226508840918541
186.0,0.1226508840918541
187.0,0.1226508840918541
188.0,0.1226508840918541
189.0,0.1226508840918541
190.0,0.1226508840918541
191.0,0.1226508840918541
192.0,0.1226508840918541
193.0,0.13221563398838043
194.0,0.1226508840918541
195.0,0.21780337393283844
196.0,0.2536400556564331
197.0,0.1226508840918541
198.0,0.13280239701271057
199.0,0.6887555718421936
200.0,0.1226508840918541
201.0,0.1226508840918541
202.0,0.1226508840918541
203.0,0.1226508840918541
204.0,0.1226508840918541
205.0,0.924086332321167
206.0,0.1226508840918541
207.0,0.20558004081249237
208.0,0.15057432651519775
209.0,0.1226508840918541
210.0,0.1226508840918541
211.0,0.1226508840918541
212.0,0.1226508840918541
213.0,0.1226508840918541
214.0,0.1226508840918541
215.0,0.1226508840918541
216.0,0.12392529100179672
217.0,0.1226508840918541
218.0,0.1226508840918541
219.0,0.3684983253479004
220.0,0.1226508840918541
221.0,0.13061338663101196
222.0,0.12564155459403992
223.0,0.1226508840918541
224.0,0.1226508840918541
225.0,0.1926088035106659
226.0,0.23895633220672607
227.0,0.21142682433128357
228.0,0.2372134029865265
229.0,0.1688019186258316
230.0,0.17753566801548004
231.0,0.2410716861486435
232.0,0.1226508840918541
233.0,0.13876496255397797
234.0,0.5631493926048279
235.0,0.1226508840918541
236.0,0.1226508840918541
237.0,0.23479023575782776
238.0,0.5276414752006531
239.0,0.16600583493709564
240.0,0.1226508840918541
241.0,0.15234947204589844
242.0,0.1226508840918541
243.0,0.1226508840918541
244.0,0.18164987862110138
245.0,0.15666386485099792
246.0,0.1226508840918541
247.0,0.1226508840918541
248.0,0.1226508840918541
249.0,0.1226508840918541
250.0,0.1226508840918541
251.0,0.1226508840918541
252.0,0.1597224324941635
253.0,0.1226508840918541
254.0,0.1226508840918541
255.0,0.1226508840918541
256.0,0.18474996089935303
257.0,0.1226508840918541
258.0,0.1226508840918541
259.0,0.12392529100179672
260.0,0.1226508840918541
261.0,0.1226508840918541
262.0,0.16106577217578888
263.0,0.1548084169626236
264.0,0.46848270297050476
265.0,0.13598965108394623
266.0,0.16455598175525665
267.0,0.1226508840918541
268.0,0.1641024351119995
269.0,0.21230283379554749
270.0,0.1226508840918541
271.0,0.23139588534832
272.0,0.16158966720104218
273.0,0.12298283725976944
274.0,0.1653003692626953
275.0,0.1226508840918541
276.0,0.2317483276128769
277.0,0.1226508840918541
278.0,0.1291731894016266
279.0,0.2000460922718048
280.0,0.1226508840918541
281.0,0.6854420900344849
282.0,0.23386144638061523
283.0,0.14542563259601593
284.0,0.15765820443630219
285.0,0.1226508840918541
286.0,0.1226508840918541
287.0,0.15595115721225739
288.0,0.20333349704742432
289.0,0.1226508840918541
290.0,0.19708359241485596
291.0,0.1226508840918541
292.0,0.1226508840918541
293.0,0.1226508840918541
294.0,0.14698106050491333
295.0,0.1226508840918541
296.0,0.2782984972000122
297.0,0.1287832409143448
298.0,0.1359720081090927
299.0,0.14523915946483612
300.0,0.12942756712436676
301.0,0.2012983113527298
302.0,0.1226508840918541
303.0,0.15402428805828094
304.0,0.1226508840918541
305.0,0.13201765716075897
306.0,0.35731789469718933
307.0,0.1226508840918541
308.0,0.918735682964325
309.0,0.1226508840918541
310.0,0.16254331171512604
311.0,0.12498590350151062
312.0,0.1226508840918541
313.0,0.23150265216827393
314.0,0.13098888099193573
315.0,0.13089492917060852
316.0,0.1226508840918541
317.0,0.1226508840918541
318.0,0.3655306398868561
319.0,0.1226508840918541
320.0,0.615105390548706
321.0,0.1226508840918541
322.0,0.20485949516296387
323.0,0.1226508840918541
324.0,0.1226508840918541
325.0,0.1226508840918541
326.0,0.1226508840918541
327.0,0.41587018966674805
328.0,0.21276859939098358
329.0,0.1226508840918541
330.0,0.190747931599617
331.0,0.12448716163635254
332.0,0.1226508840918541
333.0,0.1226508840918541
334.0,0.154337540268898
335.0,0.1226508840918541
336.0,0.1226508840918541
337.0,0.2619321346282959
338.0,0.14915890991687775
339.0,0.21313391625881195
340.0,0.2092617303133011
341.0,0.925658106803894
342.0,0.1226508840918541
343.0,0.23483116924762726
344.0,0.1226508840918541
345.0,0.13012829422950745
346.0,0.1226508840918541
347.0,0.13779893517494202
348.0,0.14252077043056488
349.0,0.16103670001029968
350.0,0.24005015194416046
351.0,0.1226508840918541
352.0,0.1226508840918541
353.0,0.1226508840918541
354.0,0.19479019939899445
355.0,0.1226508840918541
356.0,0.1226508840918541
357.0,0.6879553198814392
358.0,0.21778862178325653
359.0,0.7009398341178894
360.0,0.12313784658908844
361.0,0.8129702210426331
362.0,0.17688661813735962
363.0,0.1226508840918541
364.0,0.7122011780738831
365.0,0.13708700239658356
366.0,0.1226508840918541
